,pH,Temperature,EC
"15/07/2025, 21:37",8.27,29.0,1.15
"15/07/2025, 21:20",8.27,29.0,1.15
"15/07/2025, 21:02",8.27,29.0,1.15
"15/07/2025, 20:45",8.27,29.0,1.15
"15/07/2025, 20:28",8.27,29.0,1.15
"15/07/2025, 20:11",8.27,29.0,1.15
"15/07/2025, 19:53",8.27,29.0,1.15
"15/07/2025, 19:36",8.27,29.0,1.15
"15/07/2025, 19:19",8.27,29.0,1.15
"15/07/2025, 19:01",8.27,29.0,1.15
"15/07/2025, 18:44",8.27,29.0,1.15
"15/07/2025, 18:27",8.27,29.0,1.15
"15/07/2025, 18:10",8.26,29.0,1.15
"15/07/2025, 17:52",8.26,29.0,1.15
"15/07/2025, 17:35",8.26,29.0,1.15
"15/07/2025, 17:18",8.26,29.0,1.15
"15/07/2025, 17:00",8.26,29.0,1.15
"15/07/2025, 16:43",8.26,29.0,1.15
"15/07/2025, 16:26",8.26,29.0,1.15
"15/07/2025, 16:09",8.26,29.0,1.15
"15/07/2025, 15:51",8.27,29.0,1.15
"15/07/2025, 15:34",8.28,29.0,1.15
"15/07/2025, 15:17",8.29,28.9,1.15
"15/07/2025, 15:00",8.29,28.9,1.15
"15/07/2025, 14:42",8.29,28.9,1.15
"15/07/2025, 14:25",8.29,28.9,1.15
"15/07/2025, 14:08",8.29,28.9,1.15
"15/07/2025, 13:50",8.29,28.9,1.15
"15/07/2025, 13:33",8.29,28.9,1.15
"15/07/2025, 13:16",8.29,28.8,1.15
"15/07/2025, 12:59",8.28,28.8,1.15
"15/07/2025, 12:41",8.28,28.8,1.15
"15/07/2025, 12:24",8.28,28.8,1.15
"15/07/2025, 12:07",8.29,28.8,1.15
"15/07/2025, 11:49",8.28,28.8,1.15
"15/07/2025, 11:32",8.28,28.8,1.15
"15/07/2025, 11:15",8.29,28.7,1.14
"15/07/2025, 10:58",8.29,28.7,1.14
"15/07/2025, 10:40",8.3,28.7,1.14
"15/07/2025, 10:23",8.3,28.7,1.14
"15/07/2025, 10:06",8.31,28.7,1.14
"15/07/2025, 09:48",8.3,28.6,1.25
"15/07/2025, 09:31",8.3,28.6,1.25
"15/07/2025, 09:14",8.3,28.6,1.25
"15/07/2025, 08:57",8.3,28.6,1.25
"15/07/2025, 08:39",8.3,28.6,1.25
"15/07/2025, 08:22",8.3,28.6,1.25
"15/07/2025, 08:05",8.3,28.6,1.25
"15/07/2025, 07:48",8.3,28.6,1.25
"15/07/2025, 07:30",8.3,28.6,1.25
"15/07/2025, 07:13",8.3,28.6,1.24
"15/07/2025, 06:56",8.3,28.6,1.25
"15/07/2025, 06:38",8.3,28.6,1.26
"15/07/2025, 06:21",8.3,28.6,1.26
"15/07/2025, 06:04",8.3,28.6,1.27
"15/07/2025, 05:47",8.3,28.6,1.27
"15/07/2025, 05:29",8.3,28.6,1.27
"15/07/2025, 05:12",8.3,28.7,1.27
"15/07/2025, 04:55",8.3,28.7,1.27
"15/07/2025, 04:37",8.3,28.7,1.27
"15/07/2025, 04:20",8.3,28.7,1.27
"15/07/2025, 04:03",8.3,28.7,1.27
"15/07/2025, 03:46",8.3,28.7,1.27
"15/07/2025, 03:28",8.3,28.7,1.27
"15/07/2025, 03:11",8.3,28.7,1.27
"15/07/2025, 02:54",8.3,28.8,1.28
"15/07/2025, 02:36",8.3,28.8,1.28
"15/07/2025, 02:19",8.3,28.8,1.28
"15/07/2025, 02:02",8.3,28.8,1.28
"15/07/2025, 01:45",8.3,28.8,1.28
"15/07/2025, 01:27",8.3,28.8,1.28
"15/07/2025, 01:10",8.3,28.8,1.28
"15/07/2025, 00:53",8.3,28.8,1.28
"15/07/2025, 00:36",8.3,28.8,1.28
"15/07/2025, 00:18",8.3,28.8,1.28
"15/07/2025, 00:01",8.3,28.9,1.28
"14/07/2025, 23:44",8.3,28.9,1.28
"14/07/2025, 23:26",8.3,28.9,1.28
"14/07/2025, 23:09",8.3,28.9,1.28
"14/07/2025, 22:52",8.31,28.9,1.28
"14/07/2025, 22:35",8.31,28.9,1.28
"14/07/2025, 22:17",8.31,28.9,1.28
"14/07/2025, 22:00",8.31,28.9,1.28
"14/07/2025, 21:43",8.31,28.9,1.29
"14/07/2025, 21:25",8.31,28.9,1.3
"14/07/2025, 21:08",8.31,28.9,1.3
"14/07/2025, 20:51",8.31,28.9,1.3
"14/07/2025, 20:34",8.31,28.9,1.3
"14/07/2025, 20:16",8.31,28.9,1.3
"14/07/2025, 19:59",8.31,28.9,1.3
"14/07/2025, 19:42",8.31,28.9,1.3
"14/07/2025, 19:24",8.31,28.9,1.3
"14/07/2025, 19:07",8.31,29.0,1.3
"14/07/2025, 18:50",8.31,29.0,1.3
"14/07/2025, 18:33",8.31,29.0,1.3
"14/07/2025, 18:15",8.31,28.9,1.3
"14/07/2025, 17:58",8.31,28.9,1.3
"14/07/2025, 17:41",8.31,28.9,1.3
"14/07/2025, 17:24",8.31,28.9,1.3
"14/07/2025, 17:06",8.32,28.9,1.3
"14/07/2025, 16:49",8.32,28.9,1.3
"14/07/2025, 16:32",8.32,28.9,1.3
"14/07/2025, 16:14",8.32,28.8,1.3
"14/07/2025, 15:57",8.32,28.8,1.3
"14/07/2025, 15:40",8.32,28.8,1.3
"14/07/2025, 15:23",8.32,28.8,1.3
"14/07/2025, 15:05",8.32,28.7,1.3
"14/07/2025, 14:48",8.32,28.7,1.3
"14/07/2025, 14:31",8.32,28.7,1.3
"14/07/2025, 14:13",8.32,28.7,1.3
"14/07/2025, 13:56",8.32,28.6,1.3
"14/07/2025, 13:39",8.31,28.6,1.3
"14/07/2025, 13:22",8.31,28.6,1.3
"14/07/2025, 13:04",8.31,28.5,1.3
"14/07/2025, 12:47",8.32,28.5,1.3
"14/07/2025, 12:30",8.31,28.5,1.3
"14/07/2025, 12:12",8.3,28.4,1.3
"14/07/2025, 11:55",8.3,28.4,1.3
"14/07/2025, 11:38",8.3,28.4,1.3
"14/07/2025, 11:21",8.3,28.4,1.3
"14/07/2025, 11:03",8.3,28.4,1.3
"14/07/2025, 10:46",8.3,28.4,1.3
"14/07/2025, 10:29",8.3,28.4,1.3
"14/07/2025, 10:12",8.3,28.4,1.3
"14/07/2025, 09:54",8.29,28.4,1.3
"14/07/2025, 09:37",8.3,28.3,1.3
"14/07/2025, 09:20",8.3,28.3,1.3
"14/07/2025, 09:02",8.29,28.3,1.3
"14/07/2025, 08:45",8.29,28.3,1.3
"14/07/2025, 08:28",8.29,28.3,1.3
"14/07/2025, 08:11",8.29,28.3,1.3
"14/07/2025, 07:53",8.29,28.3,1.3
"14/07/2025, 07:36",8.29,28.3,1.3
"14/07/2025, 07:19",8.29,28.3,1.3
"14/07/2025, 07:01",8.29,28.3,1.3
"14/07/2025, 06:44",8.29,28.3,1.3
"14/07/2025, 06:27",8.29,28.3,1.31
"14/07/2025, 06:10",8.29,28.4,1.31
"14/07/2025, 05:52",8.3,28.4,1.31
"14/07/2025, 05:35",8.3,28.4,1.31
"14/07/2025, 05:18",8.3,28.4,1.31
"14/07/2025, 05:00",8.3,28.4,1.31
"14/07/2025, 04:43",8.3,28.4,1.31
"14/07/2025, 04:26",8.3,28.4,1.31
"14/07/2025, 04:09",8.3,28.4,1.31
"14/07/2025, 03:51",8.3,28.4,1.31
"14/07/2025, 03:34",8.3,28.5,1.31
"14/07/2025, 03:17",8.3,28.5,1.31
"14/07/2025, 03:00",8.3,28.5,1.31
"14/07/2025, 02:42",8.3,28.5,1.31
"14/07/2025, 02:25",8.3,28.5,1.31
"14/07/2025, 02:08",8.3,28.5,1.31
"14/07/2025, 01:50",8.3,28.5,1.31
"14/07/2025, 01:33",8.3,28.5,1.31
"14/07/2025, 01:16",8.3,28.5,1.31
"14/07/2025, 00:59",8.3,28.5,1.31
"14/07/2025, 00:41",8.3,28.5,1.31
"14/07/2025, 00:24",8.3,28.5,1.31
"14/07/2025, 00:07",8.31,28.5,1.31
"13/07/2025, 23:49",8.31,28.5,1.31
"13/07/2025, 23:32",8.31,28.5,1.31
"13/07/2025, 23:15",8.31,28.5,1.31
"13/07/2025, 22:58",8.31,28.5,1.31
"13/07/2025, 22:40",8.31,28.5,1.31
"13/07/2025, 22:23",8.31,28.5,1.31
"13/07/2025, 22:06",8.31,28.6,1.31
"13/07/2025, 21:48",8.31,28.6,1.31
"13/07/2025, 21:31",8.31,28.6,1.31
"13/07/2025, 21:14",8.31,28.6,1.31
"13/07/2025, 20:57",8.31,28.6,1.31
"13/07/2025, 20:39",8.31,28.6,1.31
"13/07/2025, 20:22",8.32,28.6,1.31
"13/07/2025, 20:05",8.32,28.6,1.31
"13/07/2025, 19:48",8.32,28.6,1.31
"13/07/2025, 19:30",8.32,28.6,1.31
"13/07/2025, 19:13",8.32,28.6,1.31
"13/07/2025, 18:56",8.32,28.6,1.31
"13/07/2025, 18:38",8.32,28.5,1.31
"13/07/2025, 18:21",8.32,28.5,1.31
"13/07/2025, 18:04",8.32,28.5,1.31
"13/07/2025, 17:47",8.32,28.5,1.31
"13/07/2025, 17:29",8.32,28.5,1.31
"13/07/2025, 17:12",8.33,28.5,1.31
"13/07/2025, 16:55",8.33,28.5,1.31
"13/07/2025, 16:37",8.33,28.5,1.31
"13/07/2025, 16:20",8.33,28.5,1.31
"13/07/2025, 16:03",8.33,28.5,1.31
"13/07/2025, 15:46",8.33,28.5,1.31
"13/07/2025, 15:28",8.32,28.4,1.31
"13/07/2025, 15:11",8.32,28.4,1.31
"13/07/2025, 14:54",8.32,28.4,1.31
"13/07/2025, 14:36",8.32,28.4,1.31
"13/07/2025, 14:19",8.32,28.4,1.31
"13/07/2025, 14:02",8.32,28.3,1.31
"13/07/2025, 13:45",8.32,28.3,1.31
"13/07/2025, 13:27",8.32,28.3,1.31
"13/07/2025, 13:10",8.32,28.2,1.31
"13/07/2025, 12:53",8.32,28.2,1.31
"13/07/2025, 12:36",8.32,28.1,1.31
"13/07/2025, 12:18",8.31,28.1,1.31
"13/07/2025, 12:01",8.3,28.0,1.31
"13/07/2025, 11:44",8.3,28.0,1.31
"13/07/2025, 11:26",8.3,28.0,1.31
"13/07/2025, 11:09",8.3,27.9,1.31
"13/07/2025, 10:52",8.3,27.9,1.31
"13/07/2025, 10:35",8.29,27.9,1.3
"13/07/2025, 10:17",8.29,27.9,1.3
"13/07/2025, 10:00",8.29,27.9,1.3
"13/07/2025, 09:43",8.29,27.8,1.3
"13/07/2025, 09:25",8.29,27.8,1.3
"13/07/2025, 09:08",8.28,27.8,1.3
"13/07/2025, 08:51",8.28,27.8,1.3
"13/07/2025, 08:34",8.28,27.8,1.3
"13/07/2025, 08:16",8.28,27.8,1.3
"13/07/2025, 07:59",8.27,27.8,1.3
"13/07/2025, 07:42",8.27,27.7,1.3
"13/07/2025, 07:24",8.27,27.7,1.3
"13/07/2025, 07:07",8.26,27.7,1.3
"13/07/2025, 06:50",8.26,27.7,1.3
"13/07/2025, 06:33",8.26,27.7,1.3
"13/07/2025, 06:15",8.26,27.7,1.3
"13/07/2025, 05:58",8.26,27.7,1.3
"13/07/2025, 05:41",8.26,27.7,1.3
"13/07/2025, 05:24",8.26,27.8,1.3
"13/07/2025, 05:06",8.26,27.8,1.3
"13/07/2025, 04:49",8.26,27.8,1.3
"13/07/2025, 04:32",8.26,27.8,1.3
"13/07/2025, 04:14",8.27,27.8,1.3
"13/07/2025, 03:57",8.26,27.8,1.3
"13/07/2025, 03:40",8.27,27.8,1.3
"13/07/2025, 03:23",8.27,27.8,1.3
"13/07/2025, 03:05",8.27,27.8,1.3
"13/07/2025, 02:48",8.27,27.8,1.3
"13/07/2025, 02:31",8.27,27.8,1.3
"13/07/2025, 02:13",8.27,27.8,1.3
"13/07/2025, 01:56",8.27,27.7,1.3
"13/07/2025, 01:39",8.27,27.7,1.3
"13/07/2025, 01:22",8.27,27.7,1.3
"13/07/2025, 01:04",8.27,27.7,1.3
"13/07/2025, 00:47",8.27,27.7,1.3
"13/07/2025, 00:30",8.27,27.7,1.3
"13/07/2025, 00:12",8.28,27.7,1.31
"12/07/2025, 23:55",8.28,27.7,1.31
"12/07/2025, 23:38",8.28,27.7,1.31
"12/07/2025, 23:21",8.28,27.7,1.31
"12/07/2025, 23:03",8.28,27.7,1.31
"12/07/2025, 22:46",8.29,27.7,1.31
"12/07/2025, 22:29",8.29,27.7,1.31
"12/07/2025, 22:12",8.29,27.7,1.31
"12/07/2025, 21:54",8.29,27.7,1.31
"12/07/2025, 21:37",8.29,27.7,1.31
"12/07/2025, 21:20",8.29,27.7,1.31
"12/07/2025, 21:02",8.29,27.7,1.31
"12/07/2025, 20:45",8.3,27.7,1.31
"12/07/2025, 20:28",8.3,27.7,1.31
"12/07/2025, 20:11",8.3,27.7,1.31
"12/07/2025, 19:53",8.3,27.7,1.31
"12/07/2025, 19:36",8.3,27.7,1.31
"12/07/2025, 19:19",8.3,27.8,1.31
"12/07/2025, 19:01",8.3,27.8,1.31
"12/07/2025, 18:44",8.31,27.8,1.31
"12/07/2025, 18:27",8.31,27.8,1.31
"12/07/2025, 18:10",8.31,27.8,1.31
"12/07/2025, 17:52",8.31,27.8,1.31
"12/07/2025, 17:35",8.31,27.7,1.31
"12/07/2025, 17:18",8.31,27.7,1.31
"12/07/2025, 17:00",8.31,27.7,1.31
"12/07/2025, 16:43",8.31,27.7,1.31
"12/07/2025, 16:26",8.31,27.7,1.31
"12/07/2025, 16:09",8.31,27.7,1.31
"12/07/2025, 15:51",8.31,27.7,1.31
"12/07/2025, 15:34",8.31,27.7,1.31
"12/07/2025, 15:17",8.31,27.7,1.31
"12/07/2025, 15:00",8.31,27.7,1.31
"12/07/2025, 14:42",8.31,27.7,1.31
"12/07/2025, 14:25",8.31,27.7,1.31
"12/07/2025, 14:08",8.31,27.6,1.31
"12/07/2025, 13:50",8.31,27.6,1.31
"12/07/2025, 13:33",8.31,27.6,1.31
"12/07/2025, 13:16",8.3,27.5,1.31
"12/07/2025, 12:59",8.3,27.5,1.31
"12/07/2025, 12:41",8.3,27.5,1.31
"12/07/2025, 12:24",8.3,27.5,1.31
"12/07/2025, 12:07",8.3,27.4,1.31
"12/07/2025, 11:49",8.3,27.4,1.3
"12/07/2025, 11:32",8.29,27.4,1.3
"12/07/2025, 11:15",8.29,27.3,1.3
"12/07/2025, 10:58",8.29,27.3,1.3
"12/07/2025, 10:40",8.29,27.3,1.3
"12/07/2025, 10:23",8.28,27.3,1.3
"12/07/2025, 10:06",8.28,27.3,1.3
"12/07/2025, 09:48",8.28,27.3,1.3
"12/07/2025, 09:31",8.28,27.3,1.3
"12/07/2025, 09:14",8.28,27.3,1.3
"12/07/2025, 08:57",8.27,27.3,1.3
"12/07/2025, 08:39",8.27,27.3,1.3
"12/07/2025, 08:22",8.27,27.3,1.3
"12/07/2025, 08:05",8.27,27.3,1.3
"12/07/2025, 07:48",8.27,27.3,1.3
"12/07/2025, 07:30",8.26,27.3,1.3
"12/07/2025, 07:13",8.26,27.3,1.3
"12/07/2025, 06:56",8.26,27.3,1.3
"12/07/2025, 06:38",8.26,27.3,1.3
"12/07/2025, 06:21",8.26,27.3,1.3
"12/07/2025, 06:04",8.26,27.3,1.3
"12/07/2025, 05:47",8.25,27.3,1.3
"12/07/2025, 05:29",8.25,27.3,1.3
"12/07/2025, 05:12",8.25,27.4,1.3
"12/07/2025, 04:55",8.25,27.4,1.3
"12/07/2025, 04:37",8.25,27.4,1.3
"12/07/2025, 04:20",8.25,27.4,1.3
"12/07/2025, 04:03",8.25,27.4,1.3
"12/07/2025, 03:46",8.25,27.4,1.3
"12/07/2025, 03:28",8.25,27.4,1.3
"12/07/2025, 03:11",8.25,27.4,1.3
"12/07/2025, 02:54",8.25,27.4,1.3
"12/07/2025, 02:36",8.25,27.4,1.3
"12/07/2025, 02:19",8.25,27.4,1.3
"12/07/2025, 02:02",8.25,27.4,1.3
"12/07/2025, 01:45",8.25,27.4,1.3
"12/07/2025, 01:27",8.26,27.4,1.3
"12/07/2025, 01:10",8.26,27.4,1.3
"12/07/2025, 00:53",8.26,27.4,1.3
"12/07/2025, 00:36",8.26,27.4,1.3
"12/07/2025, 00:18",8.26,27.4,1.3
"12/07/2025, 00:01",8.26,27.4,1.3
"11/07/2025, 23:44",8.26,27.4,1.3
"11/07/2025, 23:26",8.26,27.4,1.3
"11/07/2025, 23:09",8.26,27.4,1.3
"11/07/2025, 22:52",8.26,27.4,1.3
"11/07/2025, 22:35",8.26,27.4,1.3
"11/07/2025, 22:17",8.26,27.4,1.3
"11/07/2025, 22:00",8.26,27.4,1.3
"11/07/2025, 21:43",8.26,27.4,1.3
"11/07/2025, 21:25",8.26,27.4,1.3
"11/07/2025, 21:08",8.26,27.4,1.3
"11/07/2025, 20:51",8.26,27.4,1.3
"11/07/2025, 20:34",8.27,27.4,1.3
"11/07/2025, 20:16",8.27,27.4,1.3
"11/07/2025, 19:59",8.27,27.3,1.3
"11/07/2025, 19:42",8.27,27.3,1.3
"11/07/2025, 19:24",8.27,27.3,1.3
"11/07/2025, 19:07",8.27,27.3,1.3
"11/07/2025, 18:50",8.27,27.3,1.3
"11/07/2025, 18:33",8.27,27.3,1.3
"11/07/2025, 18:15",8.27,27.3,1.3
"11/07/2025, 17:58",8.28,27.3,1.3
"11/07/2025, 17:41",8.28,27.3,1.3
"11/07/2025, 17:24",8.28,27.3,1.3
"11/07/2025, 17:06",8.28,27.2,1.3
"11/07/2025, 16:49",8.28,27.2,1.3
"11/07/2025, 16:32",8.28,27.2,1.3
"11/07/2025, 16:14",8.28,27.2,1.3
"11/07/2025, 15:57",8.28,27.2,1.3
"11/07/2025, 15:40",8.28,27.2,1.3
"11/07/2025, 15:23",8.27,27.1,1.3
"11/07/2025, 15:05",8.27,27.1,1.3
"11/07/2025, 14:48",8.27,27.1,1.3
"11/07/2025, 14:31",8.27,27.1,1.3
"11/07/2025, 14:13",8.27,27.1,1.3
"11/07/2025, 13:56",8.27,27.0,1.3
"11/07/2025, 13:39",8.27,27.0,1.3
"11/07/2025, 13:22",8.27,27.0,1.3
"11/07/2025, 13:04",8.27,26.9,1.3
"11/07/2025, 12:47",8.27,26.9,1.3
"11/07/2025, 12:30",8.27,26.9,1.3
"11/07/2025, 12:12",8.26,26.9,1.3
"11/07/2025, 11:55",8.26,26.8,1.3
"11/07/2025, 11:38",8.26,26.8,1.3
"11/07/2025, 11:21",8.26,26.8,1.3
"11/07/2025, 11:03",8.26,26.8,1.3
"11/07/2025, 10:46",8.26,26.8,1.3
"11/07/2025, 10:29",8.26,26.8,1.3
"11/07/2025, 10:12",8.25,26.7,1.3
"11/07/2025, 09:54",8.25,26.7,1.3
"11/07/2025, 09:37",8.25,26.7,1.3
"11/07/2025, 09:20",8.25,26.7,1.3
"11/07/2025, 09:02",8.25,26.7,1.3
"11/07/2025, 08:45",8.25,26.7,1.3
"11/07/2025, 08:28",8.25,26.7,1.3
"11/07/2025, 08:11",8.25,26.7,1.3
"11/07/2025, 07:53",8.25,26.7,1.3
"11/07/2025, 07:36",8.25,26.7,1.3
"11/07/2025, 07:19",8.25,26.7,1.3
"11/07/2025, 07:01",8.25,26.7,1.3
"11/07/2025, 06:44",8.25,26.7,1.3
"11/07/2025, 06:27",8.25,26.7,1.3
"11/07/2025, 06:10",8.25,26.7,1.3
"11/07/2025, 05:52",8.25,26.7,1.3
"11/07/2025, 05:35",8.25,26.7,1.3
"11/07/2025, 05:18",8.25,26.7,1.3
"11/07/2025, 05:00",8.25,26.7,1.3
"11/07/2025, 04:43",8.25,26.7,1.3
"11/07/2025, 04:26",8.25,26.7,1.3
"11/07/2025, 04:09",8.25,26.7,1.3
"11/07/2025, 03:51",8.25,26.7,1.3
"11/07/2025, 03:34",8.25,26.7,1.3
"11/07/2025, 03:17",8.25,26.8,1.3
"11/07/2025, 03:00",8.25,26.8,1.3
"11/07/2025, 02:42",8.25,26.8,1.3
"11/07/2025, 02:25",8.25,26.8,1.3
"11/07/2025, 02:08",8.25,26.8,1.3
"11/07/2025, 01:50",8.24,26.8,1.3
"11/07/2025, 01:33",8.24,26.8,1.3
"11/07/2025, 01:16",8.24,26.8,1.3
"11/07/2025, 00:59",8.24,26.9,1.3
"11/07/2025, 00:41",8.24,26.9,1.3
"11/07/2025, 00:24",8.24,26.9,1.3
"11/07/2025, 00:07",8.24,26.9,1.3
"10/07/2025, 23:49",8.24,26.9,1.3
"10/07/2025, 23:32",8.24,26.9,1.3
"10/07/2025, 23:15",8.24,26.9,1.3
"10/07/2025, 22:58",8.23,27.0,1.3
"10/07/2025, 22:40",8.23,27.0,1.3
"10/07/2025, 22:23",8.23,27.0,1.3
"10/07/2025, 22:06",8.23,27.0,1.3
"10/07/2025, 21:48",8.23,27.0,1.3
"10/07/2025, 21:31",8.23,27.0,1.3
"10/07/2025, 21:14",8.23,27.1,1.3
"10/07/2025, 20:57",8.23,27.1,1.3
"10/07/2025, 20:39",8.22,27.1,1.3
"10/07/2025, 20:22",8.22,27.1,1.3
"10/07/2025, 20:05",8.22,27.2,1.3
"10/07/2025, 19:48",8.21,27.2,1.3
"10/07/2025, 19:30",8.21,27.2,1.3
"10/07/2025, 19:13",8.21,27.3,1.3
"10/07/2025, 18:56",8.2,27.3,1.3
"10/07/2025, 18:38",8.2,27.3,1.3
"10/07/2025, 18:21",8.2,27.3,1.3
"10/07/2025, 18:04",8.2,27.3,1.3
"10/07/2025, 17:47",8.19,27.4,1.3
"10/07/2025, 17:29",8.19,27.4,1.3
"10/07/2025, 17:12",8.19,27.4,1.3
"10/07/2025, 16:55",8.19,27.4,1.3
"10/07/2025, 16:37",8.19,27.4,1.3
"10/07/2025, 16:20",8.18,27.4,1.3
"10/07/2025, 16:03",8.18,27.4,1.3
"10/07/2025, 15:46",8.18,27.4,1.3
"10/07/2025, 15:28",8.18,27.5,1.3
"10/07/2025, 15:11",8.18,27.5,1.3
"10/07/2025, 14:54",8.18,27.5,1.3
"10/07/2025, 14:36",8.17,27.5,1.3
"10/07/2025, 14:19",8.17,27.6,1.3
"10/07/2025, 14:02",8.17,27.6,1.3
"10/07/2025, 13:45",8.17,27.6,1.3
"10/07/2025, 13:27",8.16,27.6,1.3
"10/07/2025, 13:10",8.16,27.6,1.3
"10/07/2025, 12:53",8.16,27.6,1.3
"10/07/2025, 12:36",8.16,27.6,1.3
"10/07/2025, 12:18",8.16,27.6,1.3
"10/07/2025, 12:01",8.16,27.6,1.3
"10/07/2025, 11:44",8.16,27.7,1.3
"10/07/2025, 11:26",8.16,27.7,1.3
"10/07/2025, 11:09",8.16,27.7,1.3
"10/07/2025, 10:52",8.16,27.7,1.3
"10/07/2025, 10:35",8.17,27.7,1.3
"10/07/2025, 10:17",8.17,27.7,1.3
"10/07/2025, 10:00",8.17,27.7,1.3
"10/07/2025, 09:43",8.17,27.8,1.3
"10/07/2025, 09:25",8.17,27.8,1.3
"10/07/2025, 09:08",8.17,27.8,1.29
